Date,CAC40...France,Basic.Materials,Consumer.Goods,Consumer.Services,Financials,Healthcare,Industrials,Oil...Gas,Technology,Telecomm,Utilities,ABS,EDE,AXW,DBV,IDL,SPS,ERO,ACC,BIT,BVI,APR,AIR,ATO,ASY,CAR,LTE,AGT,CAS,AXA,AIR.1,DAS,CAG,CAC,ADP,CRB,CC.,ASI,CHB,AKA,NAT,JCQ,MBW,FOU,GNF,LVM,SAV,ILD,IPH,ING,BIO,EGA,EDF,SGE,AKE,CAI,ARE,KOF,AIR.2,BUL,DAN,ROT,CAP,NPO,ORA,KOR,NEX,IMA,CIT,DIO,DIR,AVM,ISO,MAT,LBC,FLY,ESS,MAU,NRO,ALS,ERM,RCO,ICA,STD,EXE,FDR,EDL,ALT,BOU,PHA,PLO,PRT,NEX.1,NVC,RXL,LOI,ELE,TOT,SON,MAN,IPN,IPA,GFI,VLO,GFC,ESS.1,IMT,CNA,DBG,ETL,ESI,ROC,CNP,CEG,WAV,EUR,REN,CDA,ROB,EUF,PYH,FFP,FAI,GRB,SCH,LOU,LEC,HRM,PER,LPE,TFF,BOI,BON,VCT,JCD,EPE,COL,EXH,PUB,VET,TES,SOI,DAM,MGI,BIC,ZOD,GPB,TCH,LEG,STF,VLL,BOL,BNP,VIR,TCF,VIV,VIE,SDG,MER,GEN,SES,ALM,RUB,SAS,VIL,WLD,TFF.1,MWD,SOP,SEB,TRI,PEU,MIC,USA,GET,ORE,SAB,MMT,ABI,UBI,SAF,LAG,LYQ,MTB,ORP,HAV,SCO,LYW,SOG,SAM,SGO,MTI,TER,EPM,TEC,LY1,LYM,SEV,ENG,C50,CEU,CMU,CU2,CV9,CRP,CFA,DSB,X1G,X500,AEE,AAS
13-08-15,4986.85,1674.39,2041.84,1174.98,884.98,1668.94,1615.93,820.96,977.26,719.06,724.3,14.98,21.46,23.59,72.47,101,56.41,183.64,44.54,4.82,20.8,12.6,6.29,69.22,17.22,30.545,44.93,47.69,65.35,24.155,112.8395219,67.22,12.75,49.27,105.6,16.445,193.75,139.09,14.415,27.17272999,68.71,17.55,19.32,55.62,34.36572165,160.4,58.6,217.9,13.7,120.8,105.2,200.11,21.28,58.6,70.94,80.56,8.56,28.5,62.45,699.81,60.45,28.55,85.91,32.9927385,14.885,32.215,38.125,160.455792,50.43,182.8,16.1,1201.4,21.495,48.5,79.36,40.82,113.25,5.097,16.25,26,55.93,61.09,69.61,47.10842755,52.21,80.44,1.38,10.335,34.33,22.6,24.915,170.9,41.37,15.27,14.43,41.24,92.45,44.38,8.29,16.8,59.33,22.31818405,24.8,39.08329425,120.3,67.5,66.55,6.279023784,2.732,28.305,36.844106,64.56,14.835,39,51.45,55.86919136,82.28,18,234,302.4,16.95,69.5,93.6,62.8,60.62,84,11.08,328.7,105.5,82.79,107.5,99.45,25.15,63.64,33.365,33.775,133.1,84.4,64.51,37.1,99,0.52777758,283,13.79,147.616361,27.605,12.74,6.49505925,55.92,60.11,7.74314688,4.951,58.69,218.75,61.28,23.3,20.53,25.04,20.675,25.68,28.13,10.9,66.3,95.75,75.5,155.56,13.94396208,120.05,100,88.13,36.63,17.01,90.43,180.32,12.77,167.9,6.52,17.525,14.92,17.635,69.24,25.61,126.21,150.71,69,7.26,34.015,30.9,46.985,119.4,42.435,142.93,26.1,1034.5,49.695,11.309,23.125,16.94,17.43,68.64,202.64,178.96,216.04,211.66,140.79,31.5,44.31,218.91,31.63,3.187,21.82
14-08-15,4956.47,1672.57,2037.33,1171.43,881.4,1650.35,1617.72,814.08,979.26,717.86,714.54,14.76,21.46,23.15,72.22,100.75,56.28,183.45,44.28,4.85,20.88,12.6,6.211,69.45,17.43,30.215,44.2,47.69,64.88,23.9,112.5473177,67.58,12.615,48.965,106.45,16.505,193.75,138.97,14.555,27.35454819,69.48,17.32,19.35,55.28,34.8750231,159.6,58.5,217.3,13.44,127.6,105,202.01,20.785,58.23,70.6,82.1,8.53,28.7,62.4,683.81,60.32,29.99,85.57,32.746156,14.86,32.39,38.08,160.7507475,49.75,182.65,16.2,1200,21.52,49.53,79.5,41,113.6,5.031,16.42,25.895,55.91,60.97,70.09,47.22509445,53,80.74,1.38,10.255,34.16,23.42,25.135,170,41.695,15.2,14.42,42.58,93.5,44,8.31,16.78,59.23,22.1818204,26,38.91662775,120.35,68.09,67.69,6.180149228,2.859,28.36,36.94132,64.35,14.77,39.01,52.98,54.95422132,83.25,18.1,231.99,302.35,16.88,69.45,93.29,62.2,60.5,85.525,11.15,330.1,105.05,82.74,105.01,99.8,25.41,64.28,34.05,33.895,132.8,84.44,64.02,37.1,100.8,0.51978095,283,13.86,149.0861555,28.13,12.75,6.461381165,55.69,60.14,7.5297294,4.865,58.15,223,62.59,23.255,20.435,25.05,20.71,25.47,28,10.87,67,94.06,74.7,155.76,13.90092516,119.25,99.43,89.25,37.12,17.07,90.33,180.74,12.815,166.25,6.5,17.53,14.94,17.7,70.88,25.875,126.2,150.64,69.21,7.42,34.06,31.12,46.7,119.4,42.39,143.12,26.52,1050,49.175,11.33,22.985,16.895,17.22,68.17,202.35,178.31,216.44,211.16,140.54,31.5,44.48,218.68,31.669,3.19,21.87
17-08-15,4984.83,1670.22,2038.07,1171.76,889,1662.56,1622,821.55,977.2,715.44,719.28,14.63,21.55,22.87,74.43,100.6,56.41,183.99,44.86,4.85,21.1,12.55,6.201,69.33,17.59,30.28,44.585,47.69,63.9,24.105,112.4012156,67.23,12.88,49.255,106.4,16.54,193,138.06,14.71,27.24545727,70,16.98,19.26,55.3,34.51123635,160.3,59.2,217.55,13.36,124.5,104.2,201.65,20.85,58.3,70.8,82.09,8.538,28.5,63.01,694.68,60.33,29.15,85.88,32.42559875,14.81,32.025,37.83,159.27597,49.9,183.15,16.3,1192.3,21.38,50.43,79.5,40.65,114.2,5.004,16.31,27.76,55.79,60.42,69.64,47.6000952,52.36,80.6,1.38,10.335,34.435,23.64,25.35,169.55,41.81,15.25,14.485,42.72,92.75,44.485,8.37,16.93,58.97,21.818184,26.9,39.0332943,121,68.8,67.07,6.156654284,2.969,28.325,37.232962,64.06,14.83,39.06,52.35,55.32767848,82.15,18.1,232,304.7,16.87,69.4,93.7,63.34,60.43,86.35,10.9,330.1,104.7,82.51,102.03,99.53,25.13,64.43,34.015,33.97,134.5,84.49,63.66,37.1,100.5,0.51978095,283,14,150.0170253,28.155,12.545,6.49505925,55.2,60.2,7.60788228,4.809,59.12,222.35,62.36,23.395,20.57,25.04,20.61,25.255,28.05,10.76,67.32,94.99,72.52,156.8,13.94396208,119.95,99.19,89.05,37.33,16.93,90.06,182.5,13.045,166.6,6.55,17.57,14.9,17.84,70.35,25.76,126.185,150.68,69.52,7.36,34.075,31.43,47.3,119.4,42.53,143.56,26.35,1030.1,48.45,11.345,23.13,17.24,17.36,68.31,202.92,178.4,218.53,211.47,140.63,31.6,44.25,219.26,32.006,3.166,21.66
18-08-15,4971.25,1660.66,2026.2,1171.83,891.29,1668.09,1621.05,807.78,983.79,712.55,718.02,14.55,21.585,22.5,78.7,100.65,56.65,184.34,45.53,4.84,21.045,12.5,6.228,70.29,17.63,30.2,44.69,47.69,63.16,24.155,112.0603107,67.56,12.9,49.12,106.1,16.515,193,136.23,14.81,27.27273,70.6,16.58,19.22,55.93,34.39967508,158.9,59.5,218,13.38,126.55,103.25,200.38,20.815,58.31,70.15,81.93,8.556,28.49,62.96,699,60.13,28.61,86.39,32.3812139,14.75,32,37.6,156.326415,49.7,182.6,16.15,1176.35,21.295,50.53,79.49,40.62,114.05,4.879,16.29,28,54.74,60.69,70.28,48.000096,52.36,81.07,1.39,10.4,34.265,23.6,24.86,169.2,41.42,15.39,14.515,42.98,93.05,43.75,8.25,16.86,59.5,21.89091128,26.69,38.24996175,121.2,69.1,67.17,6.18700192,3.009,28.58,37.232962,64.38,14.825,39.15,51.2,55.18763205,81.66,18.25,229,311.2,16.6,69,93.15,63.02,59.76,86.355,10.8,329,103.75,82.3,99.47,99.5,25.19,63.42,34.36,33.62,134.5,84.55,63.58,36.91,102,0.51978095,282,14.1,150.4579637,28.49,12.125,6.447909931,55.14,60.2,7.57782348,4.773,59.34,222.15,62.93,23.395,20.925,25.05,20.935,25.12,28.18,10.81,67.56,95.29,72.55,157.29,13.88179764,121.95,99.17,89.21,37.2,17.02,89.04,183.56,12.93,165.5,6.59,17.74,14.97,17.905,71.07,25.79,126.155,150.57,70,7.45,34.35,31.69,47.215,119.4,42.36,142.92,26.35,1047.5,47.475,11.398,23.12,17.44,17.17,68.245,203.38,178.34,219.87,211.78,140.43,31.59,44.32,218.66,32.168,3.145,21.53
19-08-15,4884.1,1617.79,1982.75,1159.27,880.72,1639.41,1599.29,792.78,971.52,699.51,709.29,14.32,20.895,22.51,76.57,101,55.73,181.18,44.475,4.81,20.835,12.25,6.149,70.17,17.56,29.505,44.16,45.5,61.45,23.67,109.4791736,66.83,12.74,48.26,105,16.24,192.7,131.86,14.59,27.1818209,69.63,15.605,19.12,55.21,33.3228663,154.1,59.49,216.2,13.1,125.25,102.65,197.48,20.685,57.8,68.4,81.5,8.273,28.58,61.86,699,59.1,27.865,84.67,31.6217398,14.48,32.085,36.7,158.096148,48.2,177.15,15.91,1170.3,21.135,49.99,79.25,41.5,111.45,4.654,16.29,27.665,51.9,59.31,68.4,47.25842785,52.46,79.47,1.38,10.28,33.79,23.45,24.35,167.3,41.005,15.44,14.34,42,93.5,42.965,8.37,16.85,60.8,21.6363658,25.9,37.31662935,119.6,69.2,65.63,6.081274672,2.918,28.28,37.2232406,63.3,14.575,39.7,50.67,53.87119555,78.86,18.3,225,308.2,16.14,66.79,94.6,64.19,58.51,86.5,10.65,325.7,102.5,81.5,98.51,99.51,25.24,62.61,33.555,32.915,134,83.37,63.45,37.44,100.2,0.50378769,282.5,13.71,149.3311212,27.99,11.62,6.430589773,54.39,60.2,7.289259,4.726,58.94,220.35,62.69,23.26,20.655,25.05,20.925,24.5,28.045,10.71,67.28,93.39,70.03,154.85,13.73355936,118.45,98.81,88.44,36.85,16.455,87.59,180.76,12.715,162.15,6.62,17.63,15,17.77,69.9,25.37,126.145,150.57,69.15,7.41,34.015,31.18,46.795,119.4,41.515,142.88,25.92,1035,46.205,11.142,22.705,17.02,16.93,67.005,199.66,175.01,216.39,207.57,140.54,31.8,44.24,218.71,31.673,3.084,21.09
20-08-15,4783.55,1590.58,1931.57,1135.75,861.63,1612.96,1569.83,785.65,949.33,679,696.41,13.83,20.59,23,73.99,101,54.5,177.5,43.405,4.8,20.48,12.55,6.117,68.78,17.37,29.425,43.085,45.51,60.93,22.945,107.2876421,64.97,12.25,47.28,103.55,16.15,193.25,127.5,14.01,27.08182089,68.56,15.035,18.47,54.11,32.14904772,148.05,59.3,212.85,12.82,124.3,101.75,191.1,20.38,57,66.32,81,7.801,28.48,60.1,680.5,58.12,27.32,82.4,30.6847263,14.055,31.485,34.82,158.096148,46.37,172,15.69,1150.6,20.755,49.2,78.55,42.4,109.35,4.539,16.11,27.7,50.3,57.72,67.59,45.8000916,52.3,78.33,1.36,10.11,33.1,23.27,23.8,162.8,40.685,15.27,14.175,41.525,92.01,42.55,8.29,16.68,62.02,21.3636385,25.9,36.44996355,118.25,67.65,65.14,5.760177104,2.871,27.71,37.2232406,61.66,14.29,40.05,50.2,52.22798404,75.18,18.15,225.01,294.25,15.7,66.42,94.5,62.81,57.25,86.5,11.1,315,101.3,81,98.24,99.01,24.91,61.24,32.615,32.25,131.5,82.47,62.44,37.2,98.75,0.47180117,280.4,13.34,145.2156966,27.515,11.535,6.309348667,52.97,59.6,7.11191208,4.675,57.82,217.45,62.6,22.65,19.84,24.7,20.9,23.98,27.61,10.72,64,91.92,69,151.44,13.37491836,116.25,95.06,85.75,36,16.205,86.56,176.94,12.435,158.7,6.59,17.55,14.83,17.29,68.08,24.94,126.145,150.61,68.63,7.29,33.305,30.5,45.475,119.01,40.535,142.76,26,1007,46.68,10.973,22.13,16.45,16.81,65.515,195.95,171.37,212.01,204.04,140.68,31.4,43.94,218.78,31.045,3.016,20.55
21-08-15,4630.99,1539.47,1891.2,1108.12,832.81,1552.64,1528.41,760.18,924.02,660.89,676.33,13.21,19.91,23.24,69.19,100,52.67,171.36,41.6,4.8,20.045,12.38,5.973,67.04,17.2,28.55,42.595,45.51,60.51,22.07,104.219498,63.28,11.94,45.805,101.2,15.61,190.8,123.25,13.735,26.49091174,65.82,14.37,17.7,51.98,31.528185,145.7,58.3,208.1,12.51,116.55,99.24,190.1,19.855,56.18,63.57,79,7.855,28.48,57.39,680,56.6,27.45,79.99,29.491267,13.68,30.57,33.115,155.6381855,44.92,168.9,15.35,1120,20.955,49,79.1,42,104.3,4.61,16.1,27.09,49.805,56.44,65.82,44.333422,53.32,76.84,1.35,9.745,32.195,22.71,23.2,159.35,39.63,15.16,13.93,40.445,90.01,41.08,8.2,15.86,60.84,21.02727483,25.405,35.9666307,113.85,65.06,63.18,5.455721788,2.8,27.15,37.1746336,60.3,13.94,39.28,50,52.2466569,73.95,18.11,225,286.25,16.02,64.51,93.4,60.97,55.97,85.875,11,313.35,98.83,80.3,95.5,95.01,24.25,59.1,32.235,31.755,131,79.98,61.81,36.65,98.75,0.47180117,276,13.2,139.9734296,26.39,11.585,6.19676764,51.14,59.2,6.9285534,4.466,55.58,213.75,60.25,21.8,19.205,23.08,21.145,23.95,26.6,10.36,61.19,88.26,70,145.44,13.2218982,112.6,93.25,82.9,35.4,15.46,85.19,169.67,12.165,154.2,6.32,16.82,14.76,16.63,65.78,24.11,126.14,150.55,68.01,7.03,31.865,29.42,43.54,119.02,39.665,142.36,26,975,46.255,10.53,21.475,16.145,16.21,63.425,189.05,166.47,203.33,196.84,140.62,31.2,43.78,218.65,29.784,2.911,19.84
24-08-15,4383.46,1449.61,1799.2,1062.01,794.13,1475.6,1467.93,701.18,883.2,621.26,634.38,12.35,19.255,21.65,65.19,98,49.67,161.61,39.46,4.68,19.145,12,5.707,64.63,16.92,27,40.43,45.5,56.28,21.09,99.1059245,60.51,11.45,43.3,98.22,14.895,183,111.36,13.03,25.0000025,62.5,13.575,16.46,50.06,29.42307234,139.3,58.09,196.5,11.57,111.35,95.35,180,18.74,52.9,59.64,77.4,7.333,28.28,54.7,635.5,53.54,26.145,76.46,28.1399949,12.86,29.72,32.59,151.41049,44.89,157.75,14.66,1053.45,19.84,46.13,75.86,40.55,100.4,4.18,15.5,26.17,45.94,51.78,62.19,43.2834199,50.51,72.06,1.31,9.617,30.73,21.39,22.49,146.25,38.135,15,13.46,38.015,89.54,37.835,7.8,15.6,56.25,20.2727293,23.35,34.999965,108.5,61.13,60.14,5.29125718,2.627,26.115,36.2219364,60.3,13.41,36.5,48.5,49.61378391,69.03,17.45,220,274.6,15.33,62.98,92.06,57.79,53.99,83.84,10.4,305,91.34,79.4,95.51,89.16,23.25,57.33,31.14,30.83,128,78.09,60.08,35.55,94.52,0.43981465,269.5,13,133.3103612,25.535,11.34,5.924456267,48.975,57.51,6.53478312,4.344,52.85,199.45,58.17,21.02,18.16,21.71,19.625,21.85,26.04,9.95,58.57,83.64,68,136.47,12.7676196,106.9,90.28,79.82,34.18,14.56,83.19,157.97,11.795,146.35,6.01,16.385,13.8,15.815,63.33,23.24,126.16,150.46,65,6.88,30.275,27.67,40.635,119,37.46,141.52,25.27,935,42.965,9.855,20.28,15.065,15.06,59.96,179.29,157.89,190.56,185,140.5,31,43.91,218.14,27.888,2.689,18.23
25-08-15,4564.86,1511.73,1877.48,1102.58,827.36,1530.77,1508.86,724.91,919.46,658.43,659.09,13.24,19.51,22.73,66.61,98.05,52.05,168.81,41.455,4.84,19.745,12.15,6.01,65.85,16.79,28.61,42.18,45.5,58,22.095,103.6837903,63.05,11.965,45.14,101.6,15.21,185,120.89,13.54,25.42727527,65.25,14.05,17.21,52.7,31.14499629,147.55,57.99,205.2,12.58,118.15,99.45,185,19.045,54.29,63.15,77.55,8.38,28.5,56.2,654,54.93,26.145,78.36,29.92032055,13.63,30.81,33.19,157.8503518,46.71,164.5,14.91,1085.4,20.69,47.99,76.41,40.55,104.75,4.274,15.64,27.075,47.125,52.99,63.87,45.833425,50.7,74.16,1.34,9.896,31.52,22.41,23.375,153.25,39.665,15,13.56,39.295,90.63,39.095,8.15,15.7,56.77,20.47272932,24.3,37.1332962,111.95,62,62.27,5.63389178,2.816,26.785,36.2219364,61.75,13.8,38.35,49.5,51.60244329,73.53,17.3,215,289.1,16.33,65,92.61,60,55.33,84.965,10.64,317.1,94.28,80,96.32,89.01,23.5,58.22,32.17,32.225,128.05,80.27,62.19,36.2,96.09,0.46380454,271.5,13.41,137.817731,25.99,11.705,6.368044758,50.13,58.21,6.60692424,4.591,55.49,207.95,60.35,22.01,19.195,22.85,20.1,22.905,26.74,10.05,60.85,86.65,68,141.78,13.28406264,111.85,93.22,82.72,34.2,15.505,85.73,163.94,12.025,152.8,6.35,16.87,14.6,16.465,65,24.145,126.065,150.15,67.55,7.23,31.575,28.57,42.99,119,39.4,140.64,25.3,983.75,44.87,10.304,21.315,15.91,15.73,62.82,186.65,164.51,196.45,193.08,139.65,30.5,45.01,216.64,28.789,2.881,19.74
26-08-15,4501.05,1473.02,1851.4,1091.74,819.02,1504.91,1503.72,702.7,910,658.24,650.03,12.95,18.24,23,66.81,100,51.07,165.48,40.59,4.86,19.78,12.3,6.061,65.05,16.71,28.555,42.005,46,56.88,21.88,100.6643469,61.25,11.875,44.535,100.5,15.08,184.6,115.11,13.4,25.40909345,65.5,14.1,17.14,52.85,30.77150856,145.85,57,202.2,12.5,116.55,98.96,188.5,18.795,54.96,60.98,77.43,8.51,28.59,55.92,635,54.15,26.065,78,30.773496,13.625,30.28,33.4,156.326415,48.9,162.2,14.99,1135.05,19.94,47.93,78,40.63,103.1,4.335,15.69,27.08,45.74,52.8,62.24,45.7334248,50.01,72.74,1.36,9.79,31.535,22.35,23.145,151.25,39.41,15.02,13.43,38.805,91.51,37.705,8.19,16.19,56.06,21.10000211,24.92,36.98329635,110.5,61.7,62.18,5.505648544,2.798,26.535,36.2219364,61.1,13.69,39.37,50.2,51.52775186,72.54,17.35,212.01,282,16.63,65.3,91.21,61.26,54.12,83.25,10.64,312.65,93.81,80.3,97.94,85.51,24.15,58.17,31.805,31.845,129.6,77.41,61.79,36.4,98.3,0.45580791,275,13.52,137.8667241,25.545,11.94,6.243916959,49.975,58.64,6.92554752,4.529,55.07,200,59.37,21.94,18.86,24.09,19.995,22.38,26.095,10.05,62.1,85,68.14,138.83,13.389264,110.8,93.39,82.26,34,15.365,85.22,159.96,11.905,148.45,6.4,17.005,14.53,16.585,64.58,23.875,126.025,150.19,66.7,7.18,30.955,27.96,42.36,119.01,39.495,140.64,25.25,981.65,45.58,10.009,21.19,15.655,15.445,61.93,183.09,162.68,191.59,189.28,139.88,30.26,44.77,216.79,28.048,2.825,19.31
27-08-15,4658.18,1531.15,1900.03,1121.82,838.83,1563.79,1547.58,747.03,922.26,681.64,670.47,13.4,18.635,23.38,73.21,105,52.79,171.57,42.84,4.86,20.13,12.43,6.214,67.54,16.74,29.205,42.24,46.51,57.33,22.39,104.0246952,61.86,12.185,46.055,102.65,15.705,185.5,123.95,13.5,26.30000263,65.5,14.46,18.2,57.61,31.68340068,151.15,55.51,208.15,12.84,120.95,100.75,194,19.24,57.12,63.09,77.8,8.7,28.59,57.91,650,55.36,26.6,80.28,30.970762,14.11,31,34.445,157.9486703,49.1,166.15,15.45,1184.3,20.02,48,77.35,40.645,106.7,4.69,16,27.31,47.41,52.87,63.83,46.9167605,50,75.03,1.35,10.09,33.1,22.87,24.005,156.15,39.81,15.14,13.57,39.62,91.64,40.18,8.23,16.55,59.55,21.5454567,25.5,38.3999616,113.8,61.5,64.07,5.675007932,2.964,27.135,36.94132,63.02,13.9,39.9,50.8,53.46039267,76.14,17.75,217.01,292.5,16.7,66.59,92.5,62.36,55.67,83.005,11.11,321.95,92.2,80.23,100,88,24.1,58.93,31.96,32.585,128.5,79.39,62.75,37.75,101.5,0.4797978,275,13.74,140.120409,26.655,12.135,6.579735578,51,59.38,7.04578272,4.658,56.55,202,60.63,22.725,19.605,24.24,20.545,22.085,26.325,10.44,63.48,88.56,67.85,146.18,13.65704928,114.65,94.25,83.65,36.42,15.8,87.71,169.58,12.155,152.8,6.51,17.16,14.6,16.65,67.26,24.425,126.02,150.25,68.56,7.26,31.7,29.33,43.78,119.03,40.63,141.16,25.4,1000,47.35,10.464,21.875,16.27,16.02,64.045,189.6,167.8,202.85,196.97,139.86,30.3,44.97,217.05,29.814,3.01,20.53
28-08-15,4675.13,1547.41,1896.26,1117.46,838.21,1565.64,1556.5,765.66,919.07,683.33,675.97,13.85,18.78,23,73.2,107.3,52.86,172.57,42.675,4.87,20.245,12.5,6.192,67.9,16.82,29.1,42.525,46.51,57.39,22.495,104.8526071,62.1,12.21,46.195,102.95,16.275,186.5,122.74,13.3,25.9090935,67.46,14.7,17.77,57.17,32.27516046,150.95,56.8,210.5,12.74,111.4,102.05,197,19.445,57.34,63.42,77.6,8.512,28.5,58.28,661.82,55.25,26.465,80.12,31.1187115,14.145,31.515,35.25,158.0469888,48.5,167.1,15.49,1160,20.145,48,76.5,40.7,106.85,4.829,15.84,27.49,49.89,53.04,64.16,47.24176115,49.99,74.91,1.35,10.13,33.875,22.88,23.89,156.05,39.38,15.36,13.755,39.525,91.95,41.18,8.29,16.65,60.47,22.22727495,25.31,37.88329545,112.95,61.86,64.47,5.597670408,2.94,26.985,36.260822,62.96,13.865,39.36,51.53,54.03925127,75.82,17.75,216.03,292.25,16.31,64.75,92.16,63.93,56.46,83.45,10.8,317.5,92.83,80.23,100.24,93.87,24.35,58.74,32.355,32.39,128.5,78.59,63.38,38.27,102,0.46380454,275,13.57,140.4143679,27.105,11.99,6.47581463,51.41,60.15,7.08485916,4.788,56.65,200.75,61.04,22.3,19.675,24.36,20.22,22.065,26.485,10.67,63.71,88.44,67.1,147.8,13.71443184,115.25,94.95,83.53,37,15.585,86.68,171.92,12.08,152.8,6.68,17.34,15.16,16.815,67.15,24.405,126.09,150.18,67.91,7.34,31.67,29.66,43.675,119.05,40.75,141.75,25.5,1010,49.045,10.558,21.83,16.295,16.21,64.2,190.39,168.1,205.84,198.27,139.81,31,44.99,217.15,30.12,3.031,20.59
31-08-15,4652.95,1520.6,1884.15,1109.73,835.41,1563.47,1561.29,758.91,910.2,680.67,669.16,14.05,18.905,22.89,73.3,108.1,52.58,171.71,42.28,4.84,20.355,12.4,6.178,67.73,17.05,28.98,42.49,46.51,56.4,22.475,104.0733959,61.89,12.085,46.02,102.35,16.27,185.2,120.63,13.2,26.7272754,68.86,14.475,17.88,57.15,36.35927304,148.65,57.7,201.3,12.54,110.4,101,195,19.29,57.41,62.91,77.63,8.493,28.52,58.09,635.5,55.39,26.5,80.12,30.35430575,14.09,31.245,34.86,163.20871,48.58,165.4,15.8,1150,20.345,47.5,76.51,42.48,106.4,4.694,16,27.67,50.5,52.86,63.85,47.60842855,50,74.37,1.36,10.005,33.94,22.89,23.085,152.75,39.845,15.94,13.675,39.22,92,40.805,8.31,17.2,59.77,22.6363659,25.8,37.333296,112.4,62.3,61.47,5.54089096,2.933,26.875,36.2219364,62.76,13.75,39.52,51.5,54.05792413,74.09,17.75,216.25,298.85,16.4,65.89,93,64.09,56.33,84.97,10.42,316.65,93.52,80.1,100.14,95.17,24.86,59.9,32.03,32.17,128.35,78.43,63.52,39.05,101.51,0.46380454,275,13.45,138.6016214,27.105,12.25,6.369006989,51.43,61.27,6.86542992,4.818,56.27,204.9,61.41,22.045,19.55,24.24,20.05,21.79,26.475,10.67,63.24,88.17,68.87,146.43,13.70486808,114.35,93.79,82.98,37.44,15.4,86.29,170.49,12.065,152.7,6.6,17.235,15.22,16.695,69.62,24.25,126.04,150.11,68.75,7.53,31.44,29.28,43.455,119.1,40.965,141.75,25.5,1019,48.56,10.485,21.745,16.085,15.985,63.87,189.98,167.54,204.09,197.37,139.62,31.5,45.32,216.65,29.853,3.001,20.4
01-09-15,4541.16,1493.69,1838.38,1080.84,813.08,1524.98,1529.38,751.28,894.33,659.92,651.98,13.72,18.05,22.37,67.75,108.2,50.97,167.5,41.32,4.81,19.485,12.3,5.974,66.68,17,28.22,42.3,46.51,54.86,21.595,102.5636742,60.92,11.745,44.875,100.85,16.175,185.65,115.06,13.015,25.9090935,66.56,14.03,17.6,56.07,34.47243243,144.2,58,196.25,11.86,108.5,97.89,186.66,18.77,56.3,61.09,76,8.21,28.3,56.51,625.01,54.36,25.925,78.18,29.6096266,13.66,31.35,34.41,162.225525,47.6,160.15,16.2,1143,19.82,46.79,76,41.5,104.25,4.575,15.66,27.375,48.695,51.65,61.61,44.9667566,49.01,72.81,1.34,9.775,33.465,22.5,22,144.25,39.62,15.15,13.505,38.44,91.64,40.41,8.23,16.5,58.54,21.87272946,24.35,35.9666307,110.4,61.78,61.5,5.431247888,2.845,26.415,36.2219364,61.45,13.415,38.6,51.5,52.47073119,71.77,17.55,223.01,294.55,16,63.6,93,65.3,55.15,84.875,10.3,309.15,91.05,80,98.7,93.23,23.84,59.14,31.46,31.36,126,77.13,61.99,37.52,99,0.45580791,276,13.06,136.2989433,26.8,12.005,6.2545015,50.59,60.45,6.7181418,4.67,54.61,198.65,60.42,21.665,19.035,23.6,19.66,20.915,26.095,10.4,64.67,86,66.8,142.41,13.30797204,111.65,93.01,80.32,36.1,15.085,84.74,165.9,11.925,149.75,6.62,17.035,15.03,16.365,68,23.915,126.045,150.08,67.21,7.21,30.68,28.34,41.975,119.11,39.755,141.7,25,991.05,48.31,10.15,21.26,15.605,15.55,62.265,184.81,163.33,198.78,191.78,139.1,31.3,45.41,216.15,29.11,2.912,19.86
02-09-15,4554.92,1495.84,1846.86,1085.92,816.54,1538.58,1526.83,744.47,886.91,664.02,651.35,13.76,18.035,22.04,67.4,110,51.17,167.99,42.035,4.81,19.4,12.2,5.995,65.87,17.04,28.255,42.1,46.51,54.48,21.785,103.245484,60.29,11.8,45.05,100.5,16,185.95,114.02,13.055,25.86363895,65.87,14.005,17.12,55.54,34.64219958,147.15,57.98,195,11.85,107.9,99.05,189,18.71,56.43,61.32,76.1,8.023,28.7,55.76,629.94,54.16,25.945,77.3,29.7279862,13.745,30.99,34.13,163.1103915,47.67,161.9,16.21,1145.85,19.735,46.15,76.45,40.88,104.75,4.416,15.67,27.995,47.745,51.88,61.95,45.0334234,49.01,75.34,1.35,9.6,33.34,22.37,21.585,147.95,40.015,15.48,13.51,38.67,90.65,40.06,8.35,16.1,56.59,21.86363855,24.22,35.28329805,111.65,61.36,61.15,5.409710856,2.807,26.705,36.2219364,61.39,13.555,37.96,51.47,52.49874048,70.67,17.65,224,297.9,14.31,62,92.02,62.03,55.19,84.5,10.5,310.75,91.49,79.9,98.08,91.01,23.98,57.84,30.925,30.565,125.55,77.24,62.11,37.44,98.28,0.44781128,275,12.98,136.2499502,26.935,11.64,6.2545015,50.5,60.46,6.48969492,4.658,54.88,199.6,60.69,21.72,19.045,23.62,19.755,20.78,26.1,10.4,66.59,87.24,65.45,142.17,13.34622708,112.5,91.97,81.13,36.55,15.035,84.57,165.55,12.05,150.65,6.64,17.025,14.96,16.365,66.86,24.25,126.05,150.09,66.53,7.29,30.895,28.38,42.095,119.08,40.15,141.64,25,988.2,47.835,10.203,21.34,15.575,15.555,62.435,185.18,163.6,198.23,192.03,139.18,31,45.29,216.24,29.008,2.908,19.87
