Date,CAC40...France,Basic.Materials,Consumer.Goods,Consumer.Services,Financials,Healthcare,Industrials,Oil...Gas,Technology,Telecomm,Utilities,ABS,EDE,AXW,DBV,IDL,SPS,ERO,ACC,BIT,BVI,APR,AIR,ATO,ASY,CAR,LTE,AGT,CAS,AXA,AIR.1,DAS,CAG,CAC,ADP,CRB,CC.,ASI,CHB,AKA,NAT,JCQ,MBW,FOU,GNF,LVM,SAV,ILD,IPH,ING,BIO,EGA,EDF,SGE,AKE,CAI,ARE,KOF,AIR.2,BUL,DAN,ROT,CAP,NPO,ORA,KOR,NEX,IMA,CIT,DIO,DIR,AVM,ISO,MAT,LBC,FLY,ESS,MAU,NRO,ALS,ERM,RCO,ICA,STD,EXE,FDR,EDL,ALT,BOU,PHA,PLO,PRT,NEX.1,NVC,RXL,LOI,ELE,TOT,SON,MAN,IPN,IPA,GFI,VLO,GFC,ESS.1,IMT,CNA,DBG,ETL,ESI,ROC,CNP,CEG,WAV,EUR,REN,CDA,ROB,EUF,PYH,FFP,FAI,GRB,SCH,LOU,LEC,HRM,PER,LPE,TFF,BOI,BON,VCT,JCD,EPE,COL,EXH,PUB,VET,TES,SOI,DAM,MGI,BIC,ZOD,GPB,TCH,LEG,STF,VLL,BOL,BNP,VIR,TCF,VIV,VIE,SDG,MER,GEN,SES,ALM,RUB,SAS,VIL,WLD,TFF.1,MWD,SOP,SEB,TRI,PEU,MIC,USA,GET,ORE,SAB,MMT,ABI,UBI,SAF,LAG,LYQ,MTB,ORP,HAV,SCO,LYW,SOG,SAM,SGO,MTI,TER,EPM,TEC,LY1,LYM,SEV,ENG,C50,CEU,CMU,CU2,CV9,CRP,CFA,DSB,X1G,X500,AEE,AAS
29-10-14,4110.64,1520.6,1516.94,964.93,720.7,1233.13,1309.76,871.06,715.76,590.39,726.78,8.37,21.57,18.66,38.9,62.8,46.83,153.69,31.735,4.8,18.67,12,6.592,53.85,16.02,23.14,33.78,37,80.44,17.89,92.7261328,49.955,11.405,40.81,92.44,20.1,154.1,115.54,10.93,21.35537617,54.5,13.41,10.85,41.8,35.59289562,118.4662892,53.81,178,6.66,79.36,82.66,349,23.005,43.1909973,47.3257172,63.8,10.57,25.5,45.8,525,52.21,17.3,51.66,53.0448274,12.215,28.15,24.785,130.763605,38.92,123.0190664,8.24,942.05,20.1,38.19,51.83108068,37.25,85.89,9.492,13.33,26.87,77.25,56.71,62.95,23.9167145,45.5,71.22690326,1.11460671,7.495,26.845,19.87,17.295,151.65,27.8,11.79,13.555,33.675,76.4,46.395,6.87,10.85,39.1,16.08264784,19.25,28.91663775,105.05,32.2,55.99,5.068075063,1.966,25.81,36.80681665,48.4,14.455,29.04,36.94,45.21499432,55.59,15.59,162.1,189.25,11.65,45.44006469,46.51,37.35,60.28,64.75,8.25,241.15,89.72,62.39,60.36,70.11,19.26,53.3,25.245,24.19,119.785659,75.04,53.41,36.5,78.5,1.55134622,182.075638,11.25,96.80066577,23.62,20.69,4.50324108,41.805,45.41,17.87596836,3.73,48.47,176,38.62,19.025,13.095,18.05,17.4,30.275,28.135,9.92,45.56836935,71.15,68.73637051,132.44,9.740739885,85.27,66.44,64.41,15.45,9.009,68.16,150.23,9.594,122.35,4.08,13.185,17.07,13,49.615,18.98,125.32,148.62,47.32,6.36,24.03,26.07,37.285,109.09,33.46,140,25.45,832.25,55.47,9.731,19.22,13.15,18.87,57.345,169.41,146.61,177.1,185.94,140.1,28.8,48.9,210.24,25.945,3.219,20.77
30-10-14,4141.24,1515.67,1528.67,972.66,722.23,1245.77,1315.96,881.97,725.99,597.87,727.28,8.15,21.65,17.23,39.29,62.73,46.99,154.66,32.93,4.81,19.62,11.95,6.549,53.88,16.1,23.035,33.875,37.01,80.4,17.875,92.64821168,49.8,11.595,41.175,93.04,20.1,153.4,115.76,11.12,21.45454975,54.88,13.2,10.7,41.46,38.30917002,119.5928229,54.16,177.5,7.36,79.4,83.34,352,22.945,43.4880468,46.81414,63.8,10.655,25.15,45.905,530,52.7,17.12,51.57,53.4788126,12.37,28.68,24.125,129.78042,38.51,124.447963,8.25,942,20.125,38.4,51.752963,37,86.45,9.46,13.3,27.47,73.9,56.41,62.75,24.02504805,45.2,70.96087388,1.11460671,7.547,26.97,19.63,17.58,153,27.945,12.1,13.035,33.8,76.6,46.995,6.87,10.9,39.87,15.83471391,19.425,29.42663724,105.5,30.5,56.7,5.143918581,1.989,26.195,36.70995661,49.155,14.445,29.17,36.96,45.48174945,57.21,15.5,165,190.9,11.68,45.1135848,47.4,37.08,60.7,64.75,7.95,243.95,89.81,63.8,60.36,70.3,19.23,53.3,25.84,25.205,121.642801,76.1,54.04,36.15,78.51,1.54334959,183.1815204,11.41,96.63408906,23.855,20.66,4.45512953,42.15,45.33,17.30785704,3.6985,48.465,176,38.6,19.12,13.095,18.11,17.4,30.23,28.45,9.84,45.8144986,71.91,70.43637068,134,10.2557471,86.26,62.28,64.66,15.6,9.014,68.43,152.3,9.84,122.2,4.06,13.53,17.35,13.345,49.91,19.1,125.335,148.72,47.55,6.334,24.06,26.4,37.17,108.31,33.265,140.28,25.35,838.85,57.23,9.784,19.25,13.13,18.93,57.61,170.52,147.36,179.35,186.74,140.13,29.3,48.48,210.49,26.304,3.246,20.87
31-10-14,4233.09,1535.46,1559.88,983.95,740.11,1272.31,1346.37,889.82,734.88,614.54,743.65,8.52,22.1,16.69,39.3,63,48.17,157.35,33.51,4.81,19.73,11.95,6.735,55.09,16.1,23.37,34.12,37,81.78,18.41,93.7488475,50.57,11.795,42.06,94.36,20.12,153.4,117.37,11.8,21.57025225,55.5,13.62,11.14,42.385,39.6770082,121.9810745,54.25,174.5,7.35,79.47,84.18,351.5,23.55,45.02775338,47.5091128,63.8,10.725,25.49,47.6,545,54.22,17.4,52.46,54.6525453,12.715,28.87,24.345,131.74679,40.88,126.0554717,8.45,934,20.695,38.55,52.2411985,37,88.1,9.547,13.38,27.76,74.1,56.77,63.49,24.2500485,45.16,72.2220502,1.10724957,7.835,27.55,19.736,18.14,153.95,28.64,12,13.405,34.5,78.16,47.42,6.92,11.1,39.24,15.83471391,20.01,29.77663689,108,30.93,57.21,5.271604503,2,25.86,36.70995661,50.26,14.91,29.37,37.1,47.43795372,59.23,15.5,165,201.65,12.05,47.84414388,48,37.12,62.88,64.72,7.88,247.1,90.83,64,60.38,70.96,20.1,54.56,26.47,25.79,123.499943,76.87,55.27,36,78.81,1.58333274,184.840344,11.83,97.46697261,24.335,20.7,4.529221317,42.94,45.5,17.6144568,3.78,50.14,178.45,39.59,19.475,13.335,18.27,17.625,30.87,27.55,10,46.20338281,73.66,72.77273455,136.79,10.53544929,87.94,59.81,65.29,16.15,9.458,69.19,155.34,10.08,125.1,4.06,13.805,17.29,14.43,50.5,19.415,125.405,148.98,48.63,6.45,24.44,26.67,38.415,108.31,34.245,140.65,25.2,843.45,57.72,9.966,19.81,13.43,19.355,59.07,173.44,150.51,182.89,190.25,140.41,30.1,48.45,211.36,26.818,3.289,21.25
03-11-14,4194.03,1524.44,1552.68,983.29,734.1,1260.61,1343.93,879.09,745.18,602.23,726.6,9.53,21.995,16.4,39.88,62.5,47.68,156.08,34.315,4.85,19.725,11.53,6.968,55.23,16.02,23.175,34.1,37,82.84,18.17,92.75535322,50.39,11.74,41.665,94.89,20.27,153,116.12,11.4,21.44628528,56,13.62,10.86,42.79,39.4344837,121.4853996,53.69,184.25,7.6,80.89,85.44,351.63,22.88,45.23568803,47.8131634,64.5,10.85,25.35,47.55,550,53.46,16.9,52.36,55.3429763,12.46,28.1,24.745,130.763605,41.84,125.8768596,8.49,930,20.55,38.55,52.58296335,37.16,87.01,9.53,13.44,28.09,73.9,55.8,63.35,24.5833825,45.44,71.54219734,1.11460671,7.781,27.765,20.32,18.425,155.55,28.64,11.9,13.37,34.47,78.48,46.75,6.95,11.49,39.475,16.52892893,20.6,29.93663673,107.65,31.49,56.82,5.190960763,2.104,25.925,36.61309657,50.05,14.74,29.44,37.24,46.39760872,58.85,15.58,164.99,196.05,12.32,47.60670396,48.1,37.4,62.2,65.2,8.05,246.55,90.34,64.7,60.5,72.11,20.08,54.05,26.31,26.11,122.1535151,76.99,54.02,35.98,78,1.62331589,184.445386,12,96.75167262,24.56,21.04,4.5224857,42.415,45.98,17.48219808,3.847,49.365,179.65,39.765,19.37,13.295,18.41,17.495,31.795,27,9.81,46.02616975,72.79,73.00909821,137.04,10.52213014,87.96,59.38,65.29,16.2,9.427,68.98,156.22,10,124.1,4.15,13.87,17.85,14.66,50.27,19.405,125.37,148.8,48.74,6.499,24.26,26.63,38.505,108.2,34.065,140.29,25.6,874,58.28,9.89,19.44,13.475,18.77,58.545,172.09,149.29,184.06,188.36,140.3,29.85,48.58,210.78,26.986,3.271,21.11
04-11-14,4130.19,1494.13,1535.34,977.13,726.39,1248.42,1330.13,846.79,736.38,594.99,717.18,9.85,21.93,16.4,39.49,61.33,47.19,154.37,33.365,4.87,19.74,11.29,6.956,53.96,16.06,23.085,34.2,37,82.01,17.96,91.98588216,50.01,11.505,41.02,93.72,19.815,153,116.81,11.35,21.47107867,56.06,13.18,10.49,41.625,39.06584646,118.9169027,52.9,179.45,7.68,80.72,86.2,353.92,22.36,44.53267088,47.2147146,65.5,10.77,25.2,46.88,545,53.21,17,51.25,54.8300847,12.31,28.47,23.715,131.0094013,41.8,124.40331,8.68,918,20.715,38.88,52.729434,37.34,86.28,9.053,13.68,27.88,73.56,55.42,62.51,24.64171595,45.65,71.93631494,1.12196385,7.702,27.365,20.042,18.42,153.85,28.335,11.9,13.15,34.42,78.42,44.995,7,11.5,39.95,16.52892893,20.43,29.83663683,107.1,31.38,56.6,5.093036221,2.059,25.67,36.61309657,50,14.775,29.55,37.19,45.78407193,59.28,15.45,165,195,12.43,46.9933175,48.31,35.71,61.38,65.4,8.15,241.35,89.69,65.59,60.39,75.71,20.15,54.19,26.425,26.105,121.1785155,76.83,54.59,35.2,78.61,1.65530241,185.5907642,11.88,98.3782452,24.37,20.81,4.60908649,41.8,45.15,17.13952776,3.8415,48.735,181.5,39.24,19.3,13.25,18.42,17.4,31.475,26.85,9.81,45.42561438,71.77,71.82727991,135.32,10.21134992,87.27,58.9,64.76,16.29,9.253,68.36,154.23,10.035,122.55,4.3,13.645,17.9,14.815,49.735,18.965,125.36,148.86,48.23,6.452,24.24,26.4,37.655,108.2,33.665,140.5,25.85,908,56.02,9.796,18.985,13.375,18.635,57.61,170.24,147.15,181.77,185.91,140.43,29.55,48.22,210.95,26.659,3.25,20.95
05-11-14,4208.42,1514.36,1559.03,988.29,736.01,1270.88,1351.6,869.34,749.47,614.04,726.98,11.5,21.96,16.38,39.85,63.76,47.97,157.04,33.63,4.86,19.845,11.2,6.946,55.39,16.09,23.67,34.72,37,83.51,18.245,93.92417002,50.23,11.665,41.81,95.08,19.975,153,117.11,11.27,21.57025225,49.75,13.32,11.05,42.71,39.06584646,120.764418,52.9,183.6,7.53,83.65,86.16,352.31,22.8,45.33965535,48.0496472,65.48,10.64,25.2,47.82,549.97,54.31,17,52.19,56.0136807,12.705,28.5,25.355,130.763605,41.75,126.3680428,8.68,933,20.71,38.96,53.36414015,37.34,87.79,8.789,13.79,27.8,73.51,55.71,62.93,24.6500493,46.5,72.28116784,1.11092814,7.675,28.115,20.16,18.45,156.65,28.54,11.7,13.35,34.72,78.93,46.285,7,11.55,40.715,16.52892893,20,30.18330315,107.75,31,57.31,5.211121698,2.115,26,36.70995661,50.65,14.935,29.2,36.85,46.7710659,59.41,15.5,164.99,195.3,12.65,47.1911841,48.3,36.06,62.7,65.325,8.1,247.85,90.62,65.59,60,75.9,20.25,54.27,26.085,26.1,121.642801,77.33,55.12,35.3,80,1.62331589,184.6823608,12.02,99.8480397,24.91,20.61,4.668744812,42.075,45.39,17.36496876,3.9015,49.665,179.7,39.89,19.605,13.635,18.37,17.37,32.11,27.17,9.81,45.92771805,73.31,71.52727988,137,10.34898116,89.13,58.4,64.98,16.16,9.408,68.7,156.23,10.15,125.4,4.3,13.595,17.77,14.7,50.4,19.245,125.38,148.82,49.245,6.518,24.475,26.79,38.005,103.01,34.375,140.28,25.69,930.35,57.35,9.978,19.46,13.665,18.775,58.64,173.22,149.77,184.19,189.36,140.32,30.2,48.32,210.54,27.012,3.242,20.93
06-11-14,4227.68,1526.68,1573.7,993.77,729.75,1274.7,1361.37,877.17,754.73,607.56,732.64,13.34,22.04,16.42,39.3,64.21,47.69,157.41,33.505,4.83,19.95,11.09,7.12,55.3,16.32,24.005,35.215,37,84.63,18.325,94.41117702,50.13,10.99,42.01,94.91,20.08,155.75,117.19,11.2,21.61983903,48.51,13.57,11.37,42.99,39.32777292,121.9360131,52.9,183,7.58,83.2,85.23,352.31,22.935,45.77532795,48.4164384,65.47,10.91,25.4,48.405,550,54.6,16.8,54.28,57.4438592,12.57,28.48,26.635,131.74679,41.35,126.5466549,8.54,945.15,20.895,38.96,53.95002275,37.2,87.78,8.82,13.79,27.715,73.07,56.87,62.45,25.1167169,46.81,72.52749134,1.11828528,7.756,28.075,20.204,18.855,157.95,28.645,11.7,13.42,34.76,78.51,46.515,7.03,11.84,40.335,16.94215215,20.6,30.62330271,107.65,31.2,59.23,5.16695965,2.163,26.155,36.81650266,51.12,14.825,29.1,37,46.45985158,60.4,15.5,164,198.2,12.58,47.3890507,49.62,36.71,63.11,65.325,8.07,248.9,91.11,65.5,59.99,75.49,20.53,54.95,25.965,26.455,120.71423,77.45,55.74,35.6,80.04,1.61531926,184.4848818,12.15,100.4849507,25.43,20.51,4.26268333,40.9,45.79,17.49722748,3.901,49.62,173.8,40.555,19.755,14.045,18.37,17.41,32.325,27.27,9.9,46.32644744,73.6,71.57273443,137.71,10.3578606,89.75,59.76,65,15.99,9.33,70.67,157.72,10.14,127.35,4.3,13.8,17.9,14.9,51.31,19.69,125.445,148.95,50.11,6.6,24.21,26.95,37.07,106.41,34.855,140.76,25.7,947.95,59.91,9.998,19.335,13.78,18.855,58.885,173.65,150.15,185.98,189.51,140.51,29.8,48.32,210.99,27.277,3.241,21.06
07-11-14,4189.89,1527.64,1563.15,989.29,719.93,1262.33,1356.18,877.15,754.06,597.64,730.32,13.05,22.14,16.28,37.9,65.25,47.28,156.68,33.18,4.83,19.89,11.15,7.02,54.4,16.32,23.565,35.025,37,83.66,18.26,93.18391938,49.99,10.67,41.645,94.33,20.33,155.1,117.06,11.34,21.63636796,47.71,13.51,11.47,42.645,37.833822,120.6742953,53.3,186.2,7.49,82.07,86.1,352.55,22.98,45.41391773,48.8604488,65.29,11.38,25.35,48.24,555,53.5,16.95,54.47,55.7670982,12.365,28.85,26.61,131.2551975,40.86,126.5020019,8.55,952.55,20.955,39.21,53.85237565,37.4,85.96,8.958,13.78,27.945,73.45,56.66,62,24.87504975,47,71.50278558,1.11460671,7.704,27.67,20.18,18.71,157.4,28.33,11.75,13.525,34.095,78.8,46.53,7,11.86,40.525,16.72727607,20.4,30.31330302,106.95,31.11,59.38,5.023913015,2.154,26.07,36.81650266,51.3,14.76,28.95,37.1,46.17531278,58.98,15.5,163.5,193.3,12.36,47.5869173,49,37.1,61.75,64.65,8.09,252.4,90.73,65.5,60.2,74.64,20.59,55.8,25.865,26.52,120.2963731,76.8,56.16,35.58,80,1.57533611,184.3663944,12.24,100.9748822,25.23,20.7,4.20494947,40.2,44.92,18.09840348,4.0095,48.67,172.15,40.4,19.625,14.08,19.2,17.325,32.21,27.225,9.75,45.76035016,72.97,71.80909809,137.94,10.35342088,90.12,58.5,65.13,15.94,9.102,70.42,158.28,10.17,126.7,4.31,13.95,17.9,14.65,51.07,20.115,125.445,148.98,49.4,6.742,24.155,26.97,36.18,107.1,34.465,141.02,25.45,945,60.42,10.006,19.18,13.67,18.625,58.215,172.85,148.9,186.58,188.77,140.56,30,48.23,211.08,27.379,3.245,21.06
10-11-14,4222.82,1526.3,1578.85,995.33,718.64,1282.23,1367.15,888.31,755.47,602.71,736.82,11.4,22.48,16.21,38.21,65.54,47.56,157.9,33.1,4.85,19.93,11.53,7.024,54.78,16.48,23.75,35.51,37,84.23,18.495,94.00209114,50.72,10.505,41.955,94.5,20.24,155,117.65,11.225,21.93388868,47.05,13.795,11.45,43.125,39.8225229,122.3415653,53.3,185.05,7.6,83.04,85.76,360.01,23.16,45.84959033,48.551572,65.29,11.55,25.42,48.375,555,54,17,55,55.7375083,12.47,29.02,26.365,130.2720125,41.63,127.4843683,8.7,1040,21.325,38.92,53.85237565,37.3,87.4,8.948,13.76,28.015,72.45,57.26,61.75,24.9833833,46.99,71.93631494,1.11828528,7.681,27.96,20.2,18.98,158.8,28.75,11.88,13.6,34.275,78,47.105,7,11.85,40.78,17.43802002,20.51,30.51996948,107.05,32,59.71,4.990311457,2.16,26.115,36.80681665,51.46,14.8,28.87,37.1,46.64658017,59.93,15.5,161,193.45,11.98,48.2794504,49.6,37.09,62.12,65,7.95,257,91.2,64.6,60.2,74.97,20.4,55.5,25.89,26.725,120.2499445,77.72,56.85,35.9,81.5,1.54334959,183.9714364,12.7,100.0440123,25.25,20.96,4.10872637,40.155,44.92,18.04129176,3.9565,48.16,175.2,41.025,19.75,14.105,19.48,17.33,32.355,27.29,9.8,46.37567329,74.32,71.80000718,138.4,10.42445636,90.59,58.01,65.19,15.87,9.084,70.97,158.36,10.26,128.05,4.33,13.975,17.8,14.675,51.48,20.45,125.455,148.99,50.2,6.709,24.2,27.29,36.115,107.1,35.015,141.12,25.35,930,61.38,10.08,19.305,13.705,18.85,58.77,174.14,150.17,186.74,190.11,140.75,29.8,48.25,211.42,27.398,3.266,21.19
11-11-14,4244.1,1528.33,1588.38,1003.41,719.96,1293.77,1371.77,880.75,759.56,627.81,743.81,11.13,22.575,16.38,38.29,66.01,47.76,158.34,34.03,4.83,20.135,11.42,7.186,54.15,16.52,24.04,35.505,37.5,84.85,18.59,94.80078262,51.07,10.45,42.185,95.88,20.06,155,117.42,11.235,21.90083083,46.24,14.15,11.49,43.255,39.42478272,123.2427923,53.4,189.5,7.56,83,86.26,359.49,23.51,45.55,48.1365188,65.47,11.925,25.38,48.65,555,54.41,17,55.08,55.727645,12.99,29.04,26.23,129.2888275,42.9,128.9132649,8.74,1002,21.395,39,53.705905,37.23,88.19,8.718,13.8,28.3,73.15,57.64,62.13,25.09171685,47,72.48807958,1.11828528,7.682,28.13,20.2,18.735,160,28.885,12.07,13.8,34.435,78.43,46.71,7.04,11.76,41.16,17.6281027,20.31,30.35996964,107.3,32.35,59.66,4.997991813,2.178,26.12,36.80681665,51.85,14.86,28.77,37.12,46.75328223,59.06,15.4,162.01,194.25,11.82,47.93318385,49.97,36.44,62.77,64.95,8,257,92.06,64.5,60,74.73,20.4,56.46,25.95,26.48,120.2963731,78.98,56.98,36.46,82.1,1.54334959,184.050428,12.55,101.0728685,25.385,20.94,4.184742619,40.825,44.91,18.0202506,3.9345,48.07,174.7,41.22,19.875,14.065,19.98,17.4,32.3,27.41,9.7,46.5676541,75.16,71.6363708,138.51,10.4866124,91.41,58.41,64.98,15.5,9.026,71.12,158.4,10.28,130,4.37,14.095,18.2,14.635,51.93,20.61,125.495,149.06,49.705,6.744,24.19,27.23,36.32,107.1,34.92,141.15,25.35,935,60.38,10.095,19.305,13.75,18.95,58.955,174.62,150.73,186.62,190.59,140.63,30,48.27,211.65,27.379,3.238,21.03
12-11-14,4179.88,1517.51,1576.54,994.87,705.71,1279.82,1354.07,869.28,750.3,616.01,727.84,10.87,22.51,16.2,37.46,66.6,46.85,156.6,34.035,4.85,20.005,11.3,6.946,53.62,16.52,23.645,34.98,37.54,83.91,18.265,93.95339044,50.75,10.04,41.555,94.35,20.175,155,118.09,11.105,21.61983903,45.72,13.485,11.42,42.19,38.79421902,122.7020561,53.4,186.7,7.35,82.4,85.62,362,22.98,44.76,48.068952,65.25,12.32,25.21,48.05,553.24,53.73,16.98,54.09,55.2246167,12.745,28.96,25.985,130.763605,41.07,128.3327757,8.68,1009,20.995,39,53.26649305,37.16,87.24,8.778,13.77,28.185,72.37,57.43,60.82,24.833383,46.01,71.47322676,1.11828528,7.263,27.615,19.88,18.305,158.85,28.82,12.05,13.76,34.045,78.13,45.905,7.03,11.74,41.95,17.60330931,20.31,29.85997014,106.05,33.43,59.45,4.866465712,2.156,26.1,36.80681665,51.55,14.615,28.73,37.17,45.70404539,58.62,15.4,162,188.45,11.71,47.0922508,49.4,36.52,61.1,64.95,8.03,256.5,91.58,64.3,60,73.39,20.12,55.23,25.525,26.185,120.71423,78.46,55.97,36.4,80.61,1.63131252,182.075638,12.13,101.1218616,25.345,21,4.09910406,40.33,44.9,17.9300742,3.901,46.905,172,40.67,19.755,13.84,19.83,17.19,32.11,27.435,9.8,46.58242186,74.31,71.87273446,137.79,10.2823854,90.59,56.66,64.75,15.49,8.881,70.25,157.99,10.1,128.95,4.36,14.02,17.9,13.27,51.38,19.965,125.485,149.01,49.49,6.725,24,26.99,35.175,107.1,34.13,140.91,25.02,934.95,60.32,10.015,18.785,13.295,18.45,57.895,172.69,148.33,186.27,188.34,140.85,30.7,48.12,211.61,27.302,3.25,21.04
13-11-14,4187.95,1523.54,1591.82,998.18,710.61,1282.52,1349.81,861.34,748.1,615.52,725.12,11.73,22.765,16.2,39.59,66.8,47.04,157.04,33.995,4.83,19.91,11.3,6.879,52.53,16.92,23.91,34.33,37.54,84.43,18.38,94.64494038,51.04,10.275,41.63,95.45,19.89,154.95,118.5,11.57,22.03306226,45,14.195,11.38,38.125,37.833822,124.1440193,53.1,188.05,7.13,83.01,85.37,358.01,22.93,43.65,47.6490726,64.9,12.03,25.08,47.7,538.04,54.09,16.9,54.36,55.5994221,12.735,29.16,25.76,130.763605,39.17,129.5384072,8.56,1016.7,20.91,39.05,54.24296405,37.2,86.95,8.65,14.3,28.89,73.77,56.99,61.23,24.19171505,46.4,71.8279326,1.11092814,7.019,27.06,19.87,18.5,159.8,28.3,12.05,13.695,34.07,77.87,45.5,7.02,11.97,41.225,17.56198698,20.2,29.91330342,106.75,33.7,59.02,4.958629987,2.111,25.96,36.80681665,55.15,14.55,28.99,37.19,46.42428423,58.51,15.3,165,186.95,11.82,47.79467723,49.87,37,61.43,65,8.1,259.15,91.3,64.2,60.52,73.42,20.19,56.2,25.665,26.585,119.785659,77.87,56.6,36.39,81.97,1.59132937,184.050428,11.25,101.4648137,25.31,20.89,4.154913458,40.505,44.8,17.70162732,3.869,47.045,172.05,40.21,19.775,13.81,19.38,17.155,32.425,27.555,9.85,45.74558241,74.69,73.2727346,138.04,10.23798823,90.79,56.14,64.6,15.33,8.874,70.7,157.94,10.18,131.8,4.37,14.045,17.59,13.54,51.57,19.945,125.46,148.98,49.435,6.66,24.01,27,35.53,107.1,33.96,140.68,25.1,940.8,59.14,10.006,18.795,13.235,18.395,58.03,173.13,148.75,186.3,188.45,140.77,30.3,48.02,211.63,27.317,3.23,21.08
14-11-14,4202.46,1533.04,1594.58,1007.69,714.56,1277.25,1353.05,864.33,752.46,616.25,725.1,11.88,22.47,16.04,38.44,65.4,47.18,156.85,34.1,4.8,19.8,11.3,7.171,52.52,17.02,24.035,34.22,37.54,84.58,18.49,94.5767594,51.32,10.345,41.78,95.2,19.8,157,119.47,11.52,22.06612012,43.9,14.285,11.44,38.465,37.16445438,124.1440193,53.1,184.35,7.03,82.17,85,359.1,22.82,43.385,52.8565424,64.8,12.085,25.23,48.455,545,54.33,16.9,55.02,55.0076241,12.75,29.05,25.51,130.2720125,38.4,129.6723662,8.6,1000,20.975,39.05,54.30155231,37.2,86.25,8.649,14.3,28.955,74.05,57.5,61.19,23.90838115,47.47,72.01513846,1.11092814,7.097,28.205,20.19,19,159.9,28.3,11.9,13.755,34.245,77.64,45.575,7.03,11.95,41.37,17.39669769,19.7,30.48663618,107.1,36,59.43,4.968230432,2.12,26.11,36.80681665,55.29,14.505,28.35,37.19,45.30391269,59.3,15.35,165,186.55,11.85,47.24065075,49.29,36.56,61.74,65.72,8.05,258.05,90.78,64.5,61,72.26,20.1,55.89,25.885,26.37,118.3928025,78.86,57.07,36.36,81.27,1.58333274,184.050428,11.27,101.5138068,25.46,20.805,4.219382935,40.27,46,17.84590956,3.88,47.55,173,40.905,19.845,13.725,18.8,17.155,32.385,27.97,9.81,46.1738473,74.44,73.62728009,137.98,10.75743516,91.56,56.01,63.77,15.26,9.033,71.88,157.95,10.16,131.65,4.35,15,17.51,13.5,52,21.405,125.455,149.04,49.26,6.699,24.015,27,35.895,106.9,33.895,140.54,24.95,939,60.69,9.97,19.005,13.28,18.465,58.16,173.03,149.13,186.15,188.56,140.88,30.24,47.94,211.66,27.301,3.22,21.03
